appid,release_year,Priece,user_score,meta_score
527420,2016,$0.99,88%,
527430,,$12.49,75%,67%
527450,2016,$0.49,80%,
527470,2016,$2.49,81%,
527510,2016,$2.99,,
527520,2016,$1.29,,
527700,,$2.49,89%,
527710,2016,$0.95,80%,
527730,2016,$0.8,,
527740,2016,$2.03,83%,
527750,2016,$0.65,42%,
527760,2016,$0.54,51%,
527770,2016,$0.54,47%,
527790,2016,$0.59,36%,
527800,2016,$0.54,,
527810,2014,$0.99,,
527820,2016,$2.99,,
527880,2017,$9.99,,
527890,2016,$3.49,,
527900,2016,$4.99,,
527910,2016,$4.99,,
527920,2016,$3.49,,
527930,2016,$3.49,,
527940,2016,$4.99,,
527950,2016,$19.99,,
527960,2020,$0.99,,
527990,,$1.13,71%,
528010,2017,$4.99,,
528020,2016,$2.49,,
528060,2018,,91%,
528070,2016,$0.49,69%,
528110,2009,$4.99,,
528120,2016,$6.99,92%,
528160,2017,$14.99,74%,68%
528180,2017,$1.39,40%,
528180,2017,$1.39,40%,
528190,,$1.24,,
528200,2016,,82%,
528200,2016,,82%,
528230,2018,$4.99,94%,
528250,2016,$1.74,74%,
528260,2017,$12.99,79%,
528270,2016,$3.99,,
528300,2016,$0.99,75%,
528420,2016,$1.24,,
528430,2017,$0.79,77%,
528450,2017,,,
528460,2018,,70%,
528510,2016,$0.99,68%,
528550,2016,$13.99,73%,
528580,2016,,87%,
528610,2017,$1.39,59%,50%
528640,2016,$9.99,54%,
528660,2016,$1.09,77%,
528670,2016,$0.49,,
528720,2016,$4.99,79%,85%
528720,2016,$4.99,79%,85%
528740,2016,,57%,
528770,2016,$0.49,,
528790,2016,$0.99,,
528820,2016,$3.59,51%,
528900,,$3.99,,
528910,2016,$19.99,,
528930,2018,$2.99,,
528940,2020,,,
528960,2016,$1.99,,
528970,,$3.49,,
528980,2018,$19.99,,
528990,2016,$10.99,,
529020,2016,$39.99,88%,
529040,,$2.99,,
529060,2018,$9.99,38%,
529060,2018,$9.99,38%,
529090,2014,$0.99,,
529100,2018,$9.99,,
529110,2016,,80%,
529130,2016,$1.54,66%,
529140,2017,$4.99,,
529150,2016,,96%,
529180,2017,$4.85,54%,
529240,2017,$0.59,45%,
529260,,$9.99,,
529280,2016,$3.99,,
529360,,$11.99,,
529410,2016,$4.99,79%,
529420,2016,$0.49,,
529450,2016,$2.99,,
529480,2016,,75%,
529490,2017,$6.24,78%,60%
529500,,$2.69,,
529520,,$4.49,93%,74%
529540,2016,,,
529580,2016,$3.99,,
529590,2016,$4.99,85%,
529610,2016,$9.99,,
529630,,$1.99,,
529660,2017,$19.99,86%,74%
529670,2016,,85%,
529730,2017,,,
529760,2017,$0.99,29%,
529770,2016,,81%,
529780,2016,,92%,
529790,2017,$14.99,,
529820,,$1.99,,
529830,2016,$6.24,66%,
529840,2017,,68%,
529870,2017,,85%,
529890,1987,$5.99,86%,
529900,2016,$0.51,87%,
529910,2018,$7.99,47%,
529920,2017,$1.99,,
529940,2016,$1.99,,
529950,2016,$1.33,87%,
529970,,$14.99,75%,63%
530010,2017,$4.99,,
530020,2017,$2.99,77%,75%
530020,2017,$2.99,77%,75%
530070,2017,$11.99,77%,
530080,2017,$9.99,,
530120,2016,$14.99,95%,
530130,,$7.99,,
530160,2018,$9.99,66%,
530240,2016,$0.99,55%,
530290,2016,$2.99,,
530300,2016,$4.99,,
530320,2018,$19.99,95%,82%
530330,2016,,84%,
530350,2016,$19.99,92%,
530360,2016,$3.99,,
530370,2017,$9.99,,
530390,2016,$2.24,95%,83%
530500,2016,$2.09,,
530510,2017,$2.99,,
530520,2016,$0.74,,
530530,2016,$0.99,,
530540,2016,$0.51,59%,
530550,2016,,,
530560,2017,,40%,
530620,2016,,88%,
530630,2018,,69%,68%
530650,2016,$4.99,,
530680,2016,,,
530700,2017,,50%,
530720,2016,,,
530740,2016,,,
530820,2017,,,
530830,2018,,73%,
530860,2019,$0.49,,
530890,2016,$2.99,84%,
530920,2016,$1.99,80%,
530930,2018,$1.49,41%,
530930,2018,$1.49,41%,
530940,,,,
530950,2017,$2.39,64%,72%
530960,2016,$4.99,63%,
531050,2016,$12.99,68%,
531070,2016,$1.99,,
531080,2017,$9.99,,
531140,2017,$7.99,,
531180,2018,$3.74,84%,62%
531190,2016,,87%,
531200,2016,,61%,
531240,2016,$4.99,,
531270,2017,,67%,
531510,2018,$14.99,97%,
531520,2014,$0.49,,
531530,2018,,86%,
531540,2016,,79%,
531540,2016,,79%,
531630,2018,,,
531640,2018,,78%,
531660,2016,$19.99,78%,
531680,2016,$7.49,82%,
531730,2016,$4.99,97%,
531740,2016,$2.99,74%,
531740,2016,$2.99,74%,
531860,2016,$0.49,46%,
531890,2016,$0.99,74%,
531910,2015,$0.99,92%,
531920,2016,$0.49,70%,
531930,2016,$1.24,77%,
531960,2016,,77%,
531990,2016,,92%,
532030,2016,$0.99,52%,
532070,2016,$5.99,,
532080,2018,$14.99,,
532090,2016,,,
532110,2016,$1.49,96%,75%
532170,2017,$0.99,87%,
532190,2017,$2.99,92%,
532190,2017,$2.99,92%,
532210,2018,$31.96,84%,
532260,2016,$4.99,,
532270,2016,$2.99,79%,66%
532290,2016,$9.99,73%,77%
532320,2017,$4.99,88%,
532470,2016,,,
532600,2016,$1.49,53%,
532660,2016,$1.99,,
532660,2016,$1.99,,
532670,2012,$3.99,,
532690,2017,$5.99,,
532700,,$13.99,,
532740,2016,$3.99,,
532750,2020,$11.99,84%,
532770,2016,,79%,
532800,2016,,58%,
532840,2017,,80%,75%
532890,2016,$2.49,,
532900,2017,$7.99,,
532920,2017,$0.79,65%,
532950,2016,,,
533010,2016,$12.99,74%,
533030,2016,$3.49,,
533050,2018,$4.99,,
533070,2016,$4.99,,
533080,2016,$4.99,,
533090,2016,$4.99,,
533120,2018,,81%,
533170,2017,$0.99,45%,
533180,2016,$0.49,38%,
533180,2016,$0.49,38%,
533280,2016,$0.99,,
533300,2016,$0.69,94%,
533330,2016,$0.54,54%,
533340,2016,$0.51,47%,
533360,2016,$6.99,,
533470,2016,$0.89,,
533480,2010,$7.99,71%,
533540,2018,,79%,
533580,2017,$5.99,,
533630,2017,$1.99,,
533690,2016,,74%,
533740,2019,,,
533770,2016,$2.99,,
533780,2016,,83%,
533820,2016,$0.59,72%,
533850,2016,$0.99,84%,
533860,2016,$4.99,42%,
533890,2016,$1.99,,
533920,2016,$4.99,,
533950,2016,$10.99,84%,68%
533960,2016,$9.99,,
533970,2017,,87%,
534000,2016,$11.99,86%,
534010,2016,$2.44,70%,
534190,2017,,85%,
534200,2016,$1.79,,
534200,2016,$1.79,,
534210,2016,$4.99,,
534220,2017,,66%,
534230,2016,$19.99,80%,
534240,2017,$5.99,,
534270,2016,$9.99,,
534290,2016,$11.99,85%,81%
534320,,$0.99,,
534350,2016,$2.09,,
534370,2018,$3.89,72%,69%
534380,2022,$39.99,78%,
534430,2016,$8.99,,
534440,2016,$4.99,,
534480,2016,$0.99,,
534550,2018,$19.99,91%,84%
534560,2017,$0.5,,
534570,2016,$2.99,,
534660,2017,$3.49,,
534720,,$0.99,,
534740,2016,,,
534750,2016,,,
534780,2017,$3.99,91%,
534820,2017,,53%,
534870,2016,,,
534910,2016,$0.74,,
534920,2017,$0.53,,
534980,2017,$7.49,,
535000,2016,$0.99,,
535010,2016,,,
535150,2016,$2.49,75%,
535170,2017,,,
535190,,$1.99,,
535230,2017,$9.99,74%,73%
535240,2016,$6.99,,
535260,2016,$0.99,,
535270,,$0.49,,
535280,2016,$1.99,88%,
535330,2017,$0.99,,
535350,,$3.99,,
535370,2016,$4.99,,
535380,2016,$3.99,,
535410,,$7.99,,
535440,2016,,,
535460,2016,$0.74,84%,
535480,2017,$19.99,82%,
535490,,$19.69,53%,
535520,2017,$5.24,81%,80%
535530,2017,$19.99,,
535680,2016,$4.99,,
535690,2017,,75%,
535700,2016,$0.74,59%,
535750,2016,$1.99,,
535760,2016,$0.51,60%,
535840,2016,$11.99,,
535850,2017,$2.49,29%,
535890,2016,$3.99,,
535910,2016,$1.99,,
535930,2018,$34.99,91%,83%
535980,2016,$2.99,,
536040,2016,$0.49,68%,
536210,2016,,73%,
536220,2016,$5.99,80%,81%
536230,2016,,,
536270,2020,$9.99,77%,
536280,2020,$14.99,50%,
536320,2016,$1.99,,
536370,2020,$29.99,,
536410,2017,$2.99,61%,
536420,2016,$0.51,61%,
536430,2016,$1.99,85%,
536450,2017,$2.09,72%,
536470,2016,$0.99,,
536470,2016,$0.99,,
536490,2016,$3.99,,
536510,2016,$0.51,,
536510,2016,$0.51,,
536530,2016,$3.99,,
536560,2017,$3.99,87%,
536630,2016,$4.99,,
536640,2016,$14.99,46%,
536640,2016,$14.99,46%,
536660,2017,$24.99,46%,
536670,2018,,,
536680,,$3.99,49%,
536690,2018,$3.29,72%,
536750,2016,$0.49,79%,
536770,2017,$0.99,88%,
536780,2016,$0.99,84%,
536800,2016,$59.99,,
536890,2016,$2.49,82%,
536930,2017,,72%,
536950,2017,,55%,
536990,2016,,81%,79%
537000,2017,$4.99,73%,
537020,,$0.99,,
537050,2016,$1.99,,
537060,2016,,,
537110,2016,$5.99,93%,
537130,2014,,,
537140,2016,,88%,
537170,2017,$9.99,,
537180,2016,,67%,
537200,2016,$2.09,62%,
537340,,$14.99,79%,
537380,2017,$6.99,,
537430,2017,$2.99,46%,40%
537450,2018,$19.99,62%,58%
537520,2018,$2.39,53%,60%
537540,2017,,,
537590,2016,,,
537630,2018,$9.99,82%,
537660,2016,$1.49,,
537700,2016,$1.49,74%,
537740,2017,$1.99,52%,
537750,2016,$1.99,,
537760,2016,$4.99,,
537800,2017,$3.99,87%,75%
537920,2016,$7.99,,
537990,2016,$3.49,65%,
538000,2017,$2.49,89%,
538040,2016,$0.99,,
538050,2017,$2.99,,
538060,2016,$2.99,55%,
538070,2017,$0.89,91%,
538100,2019,$2.69,89%,
538110,2017,,,
538220,2016,$2.39,,
538390,2017,$9.99,,
538410,2016,$2.99,,
538470,2016,$1.99,,
538490,2016,$7.99,,
538510,2017,$19.99,,
538550,2016,$1.49,85%,
538560,2016,$0.99,,
538590,2016,$0.49,32%,
538680,2017,$19.99,95%,80%
538700,2016,$0.99,,
538810,2017,$0.79,66%,
538840,2017,$1.04,74%,
538880,2016,,82%,
538920,2016,$0.51,,
538950,2016,,85%,
538990,,$1.99,50%,
539050,2019,$9.99,63%,
539090,2016,$29.99,,
539270,2017,$0.99,80%,
539280,2017,$0.99,70%,
539290,2017,$0.99,44%,
539290,2017,$0.99,44%,
539300,2017,$0.99,44%,
539320,,$19.99,70%,
539330,,$7.49,82%,
539340,2017,$19.99,86%,76%
539370,2016,,,
539400,2018,$4.99,88%,
539440,2016,$0.77,50%,
539450,2017,$0.59,72%,
539460,2016,$0.49,80%,
539470,2019,$5.99,85%,75%
539550,2022,$4.99,,
539560,2017,$14.99,,
539640,2016,,57%,
539650,2017,,68%,
539660,2017,$14.99,92%,
539670,2016,$3.74,87%,
539690,2016,$0.99,,
539720,2016,$0.49,85%,
539750,2016,$0.51,78%,
539980,2016,$4.99,,
540010,2017,$6.99,,
540020,2016,$0.99,40%,
540060,2016,$4.93,81%,
540100,2016,$0.99,65%,
540150,2016,$2.49,,
540180,2017,$8.99,,
540190,2017,$0.59,79%,
540230,2017,$2.49,,
540250,2017,$2.49,,
540320,2016,$4.99,,
540360,2016,$12.99,,
540410,2016,$1.99,,
540500,2016,$2.99,,
540510,2016,$4.99,82%,
540550,2016,$14.99,,
540590,2017,$0.51,,
540610,2016,$0.64,86%,
540640,2016,$1.74,,
540650,2016,$4.99,,
540690,2017,$9.99,,
540740,2016,$2.49,47%,
540770,2018,$9.99,,
540780,2016,$4.93,95%,
540840,2016,$1.99,92%,
540860,2017,$4.99,54%,
540870,2016,$0.74,,
540880,2016,$1.79,92%,
540900,2017,$0.51,50%,
541160,2016,$0.74,,
541190,2008,,61%,
541200,2019,$8.99,88%,
541210,2017,$19.99,86%,
541230,2017,$2.99,85%,
541270,2016,$34.99,,
541300,2017,$7.49,63%,
541350,2017,$0.49,,
541370,2016,$0.54,31%,
541380,2015,$0.5,47%,
541410,2016,$2.39,,
541450,2017,$3.99,73%,
541560,2016,$2.99,,
541570,2016,$2.99,96%,
541640,2016,$8.99,87%,
541660,2016,$8.99,90%,
541670,2016,$8.99,86%,
541760,2016,$9.99,,
541770,2016,$8.99,,
541920,2016,$0.51,46%,
541930,2020,$11.89,96%,
541960,2016,$0.49,,
541970,2016,$3.99,,
542030,,$3.99,92%,
542050,2018,$7.99,91%,76%
542100,2018,$1.99,,
542110,2016,$0.54,,
542120,2016,,,
542200,2017,$2.49,88%,
542200,2017,$2.49,88%,
542210,2016,,,
542220,2017,$14.99,,
542240,2016,$4.99,,
542260,2016,$5.99,94%,
542270,2016,$2.99,,
542280,2016,$4.99,75%,
542290,2017,$15.99,96%,
542310,2016,,83%,
542340,2018,$0.99,46%,
542350,2016,$0.49,76%,
542400,,$0.59,82%,
542480,2013,,70%,
542550,2016,$1.19,66%,
542590,2012,,63%,
542620,,$14.99,,
542650,2016,$12.99,,
542660,2017,$6.99,82%,
542670,2016,$7.99,,
542680,2016,$7.99,,
542690,2016,$0.49,44%,
542710,2016,$0.49,41%,
542720,2016,$0.49,41%,
542730,2016,$0.49,33%,
542740,2016,$0.49,44%,
542750,2016,$9.99,,
542770,,$15.99,91%,
542780,2016,,34%,
542790,2017,,,
542820,2016,$0.49,,
542850,2017,,,
542870,2017,,,
542880,2016,$0.55,,
542910,2016,$5.99,,
542930,2016,$0.49,,
542940,2016,,,
543010,2017,$11.99,64%,48%
543010,2017,$11.99,64%,48%
543030,2016,$5.99,73%,
543040,2020,$3.99,,
543050,,$9.99,,
543070,2017,$2.49,,
543100,2017,$1.49,70%,55%
543110,2016,$1.49,,
543120,2016,$4.99,,
543140,,$1.79,82%,
543150,2016,$0.99,,
543170,2016,$0.51,55%,
543180,2017,$1.99,64%,
543240,2017,$19.99,80%,
543260,2017,$7.99,86%,
543270,2016,$1.99,,
543280,2016,,,
543290,2016,$0.99,,
543300,2016,$4.99,,
543360,2016,$0.99,50%,
543380,,$4.99,,
543390,2017,$9.99,72%,
543430,2016,$0.99,,
543460,2017,$7.49,55%,74%
543510,2016,,,
543540,2016,$19.99,,
543580,2016,$1.99,,
543600,2016,$0.74,,
543650,2016,,,
543710,2016,$5.99,,
543720,2016,$1.99,,
543740,2017,$12.99,,
543870,2017,$4.99,88%,
543900,2018,$5.99,65%,54%
543910,,$0.49,,
543920,2016,$9.99,,
543930,2016,$5.49,91%,
543940,2017,$4.99,,
543950,2016,$19.99,,
543960,2021,$49.99,49%,
543980,2016,$4.99,85%,
544000,2018,$4.99,,
544130,2016,,,
544140,2016,$2.49,28%,
544180,2016,$2.99,97%,
544190,2016,,74%,
544220,2016,$4.2,,
544310,2017,$3.99,95%,
544330,2017,$4.99,79%,71%
544370,2017,$3.99,,
544380,2011,$2.99,,
544390,2019,$8.74,92%,
544440,2016,$2.09,,
544480,2016,$2.49,,
544530,2016,$3.99,76%,
544540,2016,$9.99,,
544550,2017,$20.09,84%,
544580,2017,$3.74,83%,76%
544590,2016,,67%,
544600,2016,$4.93,89%,
544610,2017,$7.99,85%,77%
544630,2017,$2.99,49%,
544650,2016,$4.99,71%,
544730,2017,,57%,
544750,2018,$8.99,81%,80%
544790,2018,$1.49,62%,
544800,,$2.99,,
544810,2020,,82%,80%
544820,2016,$7.99,,
544820,2016,$7.99,,
544840,2016,,66%,
544870,2016,$0.51,60%,
544880,2016,$7.99,,
544920,2020,,81%,74%
544970,2017,$2.99,95%,74%
544990,2016,$12.99,,
545000,2016,$12.99,,
545010,2017,$12.99,,
545010,2017,$12.99,,
545030,2016,$0.92,91%,
545040,2019,$2.99,81%,
545050,2016,$19.99,51%,
545060,2017,$3.74,73%,
545110,2016,,75%,
545130,2017,$19.99,,
545150,2016,$14.99,51%,
545180,2018,$9.99,84%,
545200,2017,$1.79,,
545270,2017,,70%,67%
545330,2016,$1.49,,
545340,2017,$0.99,91%,
545400,2016,$4.99,,
545410,2017,$0.54,75%,
545430,2017,$4.99,86%,
545470,2016,$0.49,58%,
545490,2016,$1.99,,
545540,2017,$4.49,85%,78%
545570,2016,,60%,
545580,2016,$0.99,73%,
545590,2016,$0.99,93%,
545600,2018,$5.99,81%,
545620,2018,$19.99,,61%
545640,2016,$4.99,,
545650,2017,,48%,
545670,2017,$0.95,88%,
545690,2016,$0.51,93%,
545700,2017,$0.99,39%,
545720,2016,$0.99,,
545750,2017,$0.74,,
545800,2016,$0.59,,
545820,2016,,59%,
545830,2017,$9.99,,
545840,2017,$14.99,,
545850,2016,$2.99,,
545860,2016,,57%,
545880,2020,$10.49,,
545890,,$4.99,,
545910,2016,$4.99,,
545920,2006,$6.49,,
545930,2010,$6.49,,
545940,2008,$6.49,,
545980,2017,$14.99,92%,63%
546030,2016,$2.99,,
546040,2018,$4.99,,
546050,2018,$9.99,83%,
546070,,$1.19,67%,
546080,2016,$4.19,93%,
546090,2016,$0.49,88%,
546100,2016,$14.99,,
546110,2016,$4.99,,
546150,2018,$12.99,75%,
546170,2016,$0.49,,
546180,2016,$0.99,,
546200,2016,$4.99,89%,
546210,2017,$9.99,,
546220,2017,$1.24,80%,
546230,2016,$3.74,71%,
546240,2016,$4.99,,
546330,2016,$2.49,,
546340,2016,$0.49,41%,
546350,,$7.49,63%,
546390,2016,,94%,
546400,,$0.49,37%,
546410,,$0.59,82%,
546430,2019,$6.39,75%,68%
546440,2016,$0.51,,
546460,2017,$4.99,,
546490,2016,$1.49,44%,
546550,2016,$0.74,87%,
546560,2020,$29.99,98%,93%
546600,2016,,67%,
546610,2016,$4.99,,
546650,2016,$8.99,,
546660,2016,$8.99,40%,
546700,2016,$4.99,64%,
546780,2016,$0.69,,
546790,2016,$0.54,,
546800,2017,$9.99,,
546820,2017,$2.99,,
546870,2016,$0.99,,
546900,2018,$1.99,44%,42%
546930,,$0.53,51%,
546960,2016,$0.99,,
546980,2016,$0.99,35%,
546990,2016,$0.99,48%,
547000,2016,$7.99,,
547010,2016,,54%,
547040,2016,$0.99,,
547050,2016,$0.99,88%,
547090,,$2.99,,
547130,2019,$4.99,,
547140,2017,$2.99,,
547200,2016,$4.99,,
547210,2016,$0.59,,
547250,2016,$19.99,,
547260,2016,,73%,
547260,2016,,73%,
547310,2016,$0.49,66%,
547340,2016,$2.59,82%,
547360,2018,$7.49,73%,
547390,2016,$2.99,92%,
547410,2016,$11.99,62%,
547470,2016,$1.99,,
547480,2018,$9.99,92%,
547540,2016,,84%,
547590,2016,$14.99,85%,
547670,2022,$19.99,,
547680,2017,,67%,
547710,2016,$0.49,,
547730,2016,$0.99,,
547740,2016,$7.99,,
547750,2016,,,
547820,2017,,57%,
547840,2016,$4.99,,
547850,2016,$0.99,78%,
547860,2019,,53%,
547870,2016,,,
547880,2016,$1.99,,
547900,2016,$22.49,83%,
547910,2016,$0.99,72%,
547920,2016,$0.99,,
547930,2017,$3.74,60%,
547960,2016,$0.51,50%,
547970,,$4.99,,
547980,2016,$2.49,91%,
547990,2016,$2.99,,
548010,2016,,,
548020,2016,$4.99,,
548050,2016,$0.59,,
548080,2016,$6.99,,
548090,1993,$3.74,90%,
548110,2011,$2.09,,
548110,2011,$2.09,,
548130,2017,$1.99,,
548170,2016,$7.99,,
548220,2017,$3.49,,
548230,2016,$0.57,84%,
548240,2019,$8.99,65%,
548260,2017,$0.64,,
548280,2018,,54%,
548290,2016,,48%,
548320,2017,$4.99,,
548330,2016,$0.99,97%,
548340,,$4.99,92%,
548350,2017,$7.99,,
548360,2016,$4.99,,
548370,2017,$1.99,44%,70%
548390,2018,$0.59,,
548430,2020,$9.89,96%,85%
548450,2018,,,
548470,2018,$19.99,,
548480,2017,$0.51,33%,
548500,2015,$0.99,,
548560,2017,$4.99,65%,
548570,2019,$9.99,61%,73%
548650,2017,$14.99,,
548680,2017,$2.99,85%,
548710,2016,$0.89,,
548720,2017,$0.51,,
548740,2016,$9.99,,
548810,2017,$3.99,80%,
548840,2017,$3.99,87%,
548890,1994,$3.74,73%,
548900,1995,$3.74,,
548900,1995,$3.74,,
549000,2017,$9.99,,
549030,2017,$0.54,,
549040,2019,$4.99,45%,
549080,2017,$9.99,83%,
549090,2016,,89%,
549100,2017,$0.89,77%,
549170,1999,$1.49,65%,67%
549170,1999,$1.49,65%,67%
549180,2017,$1.49,67%,
549180,2017,$1.49,67%,
549190,2017,$3.49,,
549220,2017,$4.99,,
549240,2017,$0.99,70%,
549260,2017,$2.99,80%,71%
549260,2017,$2.99,80%,71%
549280,2017,$9.99,,
549390,2017,$9.99,,
549400,2016,$1.99,,
549660,2016,$3.99,,
549670,2016,$4.99,,
549700,,$14.99,,
549740,2016,$2.79,91%,
549760,2017,,80%,
549770,2016,,37%,
549780,2016,$0.99,,
549790,2017,$0.89,,
549850,2017,$8.74,86%,
549860,2016,$2.99,89%,
549880,2016,,,
549900,2016,$2.99,,
549910,2016,$0.99,63%,
549920,2016,,,
549950,2017,$9.99,,
550010,2016,$2.49,89%,
550060,2016,,96%,
550080,2017,$11.99,85%,
550170,2019,$4.99,,
550180,2016,$9.99,,
550200,2017,$6.99,,
550220,2016,$7.99,,
550240,2016,,,
550310,2016,$1.39,84%,
550320,2020,$16.24,94%,
550340,2017,$14.99,89%,
550360,,$1.99,,
550370,2021,$0.49,,
550400,2017,$4.93,93%,
550420,2016,,,
550440,2012,$1.43,,
550450,2014,$1.91,74%,
550470,2017,,70%,
550520,2016,,,
550560,2014,$1.19,,
550580,2017,$0.99,79%,
550600,2016,$4.99,,
550650,2019,,76%,
550670,,$0.51,41%,
550810,2016,$0.99,90%,
550820,2016,,,
550840,2021,$2.99,76%,
550870,,$4.99,,
550900,2006,,69%,
550930,2016,$4.99,,
550990,2017,$9.99,94%,
551050,2017,$5.99,63%,
551080,2016,$0.51,70%,
551100,2016,$1.99,,
551110,2016,$0.56,88%,
551130,2020,$0.99,,
551150,2017,$4.99,,
551160,2016,$4.99,,
551170,2018,,81%,
551190,2016,$0.97,83%,
551330,2016,$4.99,,
551360,2016,$4.99,,
551370,2017,,78%,
551380,2016,$4.99,,
551440,2018,$29.99,,
551450,2017,$1.99,87%,
551500,2016,$0.51,,
551520,2016,$3.49,76%,
551550,,$0.59,32%,
551570,2016,$0.59,,
551580,2016,$0.91,90%,
551610,2019,$9.99,,
551620,2020,$10.39,92%,
551630,2017,$1.29,,
551650,2017,$2.99,,
551690,2016,$2.39,81%,
551730,2017,$59.99,79%,73%
551750,2016,$0.99,,
551770,2017,$24.99,79%,72%
551840,2016,$4.49,,
551860,2019,$7.49,74%,
551930,2016,$0.51,58%,
551960,2016,,,
552000,2017,$9.99,,
552030,2017,$2.39,76%,
552060,2016,$4.19,79%,
552080,,$15.99,96%,
552100,2016,$10.49,92%,
552110,2018,,74%,
552120,2016,$4.99,,
552130,2016,$0.49,46%,
552140,2016,,85%,
552150,2016,$0.99,,
552160,2016,$3.99,89%,
552180,2021,$4.99,,
552200,2016,$0.59,,
552210,2016,$0.59,,
552220,2016,$4.99,,
552230,2016,$9.99,,
552240,2016,$0.99,,
552270,2016,$0.99,,
552280,2016,$11.19,95%,
552300,,$19.99,,
552310,2016,$0.99,,
552330,2016,$4.99,,
552340,2016,$5.99,,
552350,2017,$0.99,,
552370,2017,$7.99,,
552380,2016,$0.74,,
552390,2017,$1.01,76%,
552400,2018,$2.09,,
552410,2016,$1.24,59%,
552440,2017,$13.59,83%,
552450,,$3.99,86%,
552460,2017,$9.99,84%,
552500,2018,$5.99,83%,82%
552520,2018,$11.99,79%,
552540,2017,,,
552550,2016,$2.49,,
552570,2017,$0.49,,
552580,2016,$0.51,,
552590,2017,$19.99,93%,83%
552600,2019,,77%,
552620,2018,$10.49,86%,70%
552630,,$0.74,,
552670,2016,$4.99,,
552690,2019,$6.99,,
552700,2017,$9.99,82%,
552720,2016,$3.95,,
552780,2016,$0.99,78%,
552800,2016,$0.99,,
552870,,$2.79,,
552880,2019,$8.99,89%,
552900,2017,$0.51,,
552910,2017,$2.99,,
552920,,$45,68%,
552940,2017,$5.99,,
552960,2016,,,
552970,2017,$1.69,81%,
552990,2017,,80%,81%
553000,2016,$0.99,,
553000,2016,$0.99,,
553020,2017,$9.99,,
553100,2016,$1.59,,
553110,2016,$4.99,,
553130,2016,,68%,
553150,2016,$4.99,,
553210,,$4.49,66%,
553260,2017,$14.99,62%,52%
553290,2016,$4.99,41%,
553310,2018,$13.39,96%,
553330,2017,$9.99,,
553340,2017,$0.99,84%,
553350,2016,$1.99,,
553410,2016,$9.99,,
553420,2022,$26.99,92%,85%
553430,2016,$14.99,,
553440,2017,,,
553450,2016,$0.74,,
553470,,$8.99,,
553480,2018,$9.99,88%,
553490,2016,$11.99,,
553520,2019,$19.99,73%,
553530,2016,$9.99,,
553570,2016,,,
553590,2016,,91%,
553610,2016,$1,,
553630,2016,$2.99,,
553640,2016,$5.49,90%,84%
553660,2018,,70%,
553680,2016,$0.99,,
553690,,$7.99,,
553760,2017,$0.99,93%,
553780,2016,$1.79,,
553790,2016,$0.99,85%,
553800,2016,$2.49,,
553830,2016,$5.59,,
553880,2017,,56%,
553910,2016,$0.99,,
553950,2017,$11.99,95%,
553960,2017,$1.99,43%,44%
554140,2016,,60%,
554150,2017,$0.51,87%,
554180,2017,$5.26,,
554280,2018,$4.99,76%,
554290,2016,$15.74,93%,
554330,2017,$0.49,75%,
554470,2016,$2.99,,
554510,2017,,61%,
554530,2016,$0.54,60%,
554550,2017,,,
554560,2016,$4.99,,
554570,2017,$0.99,50%,
554590,2016,$1.99,,
554600,2017,$0.69,92%,
554610,2018,,,
554620,2017,$16.99,93%,77%
554660,2017,$1.49,,
554680,2016,$9.99,,
554690,2017,$4.99,,
554700,2016,$0.99,,
554710,2022,$1.94,,
554750,2017,$3.74,64%,
554770,2017,$14.99,,
554770,2017,$14.99,,
554800,2016,$0.51,78%,
554810,2017,,75%,
554820,2016,$99.99,,
554870,2017,$14.99,,
554920,2016,$6.99,,
554940,2016,,,
554980,2020,$2.99,,
555000,2019,$5.99,86%,
555010,2017,$19.99,68%,
555040,2016,$0.99,,
555050,,$19.99,83%,
555060,2016,$7.99,79%,
555080,2016,$0.99,,
555130,2016,$2.99,,
555150,2017,$1.99,75%,
555160,2017,$9.99,94%,
555170,2016,$6.99,,
555180,2016,$9.99,,
555210,2016,,89%,
555220,2017,$3.59,80%,83%
555230,,$14.99,,
555260,2017,$4.99,51%,
555280,2017,$1.99,52%,
555290,2016,$3.49,83%,
555310,2018,$2.99,83%,
555320,2016,$1.49,77%,
555370,2017,$6.24,,
555400,2017,$7.49,76%,
555410,2017,$0.54,,
555450,2017,,44%,
555510,2018,$1.99,66%,65%
555520,2016,$4.99,,
555570,2016,,53%,
555610,2016,$1.49,73%,
555630,2016,$2.99,75%,
555640,2016,$2.49,81%,
555660,2016,$0.54,38%,
555670,2017,$0.54,56%,
555710,2016,$0.51,76%,
555720,2016,$3.99,,
555750,2016,$0.79,66%,
555810,2016,,,
555820,2016,$4.99,,
555830,2017,$1.99,,
555850,2016,$0.75,,
555880,,$17.99,86%,78%
555890,,$2.99,,
555920,2017,$0.49,34%,
555950,2017,$11.99,88%,
555970,2017,$29.99,,
556000,2016,$0.89,,
556050,,$2.59,92%,
556060,2018,$4.49,86%,76%
556090,2016,$4.99,,
556130,2016,$0.89,44%,
556140,2016,$3.99,,
556160,2016,$0.59,46%,
556180,2017,$2.79,80%,
556190,2016,$4.99,,
556190,2016,$4.99,,
556200,2019,$14.99,,
556230,,$5.99,63%,
556240,2016,$0.59,83%,
556250,2017,$0.99,,
556260,2017,$0.49,,
556280,2016,$1.09,65%,
556310,,$7.49,,
